id	parent_goal_id	creator_id	goal_picture_url	title	description	created_date	level_id	privacy	order	status
1	NULL	1	goal_default.png	10 days of continuous Yoga		7/5/1984 0:00	6	0	1	0
2	NULL	1	goal_default.png	1000+ subscribers to my blog		10/2/1996 0:00	6	0	1	0
3	NULL	1	goal_default.png	60 days of continuous Meditation		6/14/1985 0:00	6	0	1	0
4	NULL	1	goal_default.png	Achieving Intellectual Growth	Being intelligent or smart; having intellectual experiences and conversations; getting an education; obtaining an advanced educational degree	8/5/2015 0:00	6	0	1	0
5	NULL	1	goal_default.png	Achieving Mastery & Perseverance	"Accomplishing difficult things, overcoming challenges; overcoming failure; mastering what I set out to do; being ambitious, hard-working; being highly competent"	8/6/2015 0:00	6	0	1	0
6	NULL	1	goal_default.png	Achieving Religion & Spirituality	Achieving salvation; maintaining religious faith; pleasing God; practicing religious traditions; growing spiritually; avoiding impure acts	8/7/2015 0:00	6	0	1	0
7	NULL	1	goal_default.png	Achieving Self-Knowledge	"Achieving personal growth; knowing myself (to be true to myself, not follow the crowd); to get in tune with my emotions; to accept myself, other people, or things as they are"	8/8/2015 0:00	6	0	1	0
8	NULL	1	goal_default.png	Achieving Wisdom & Serenity	"Achieving harmony and oneness (with self and the universe); finding higher meaning in life; having wisdom, a mature understanding of life"	8/9/2015 0:00	6	0	1	0
9	NULL	1	goal_default.png	Acquire a company		8/10/2015 0:00	6	0	1	0
10	NULL	1	goal_default.png	Act/Stand-up/improvise on stage		6/23/1936 0:00	6	0	1	0
11	NULL	1	goal_default.png	Actively run for church council		1/23/2016 0:00	6	0	1	0
12	NULL	1	goal_default.png	Actively run for city council		8/4/2015 0:00	6	0	1	0
13	NULL	1	goal_default.png	Actively run for school board		1/23/2016 0:00	6	0	1	0
14	NULL	1	goal_default.png	Add 5 posts to each blog		1/20/1919 0:00	6	0	1	0
15	NULL	1	goal_default.png	Adopt a child.		8/11/2015 0:00	6	0	1	0
16	NULL	1	goal_default.png	Annually earn more than $1m from our businesses		8/4/2015 0:00	6	0	1	0
17	NULL	1	goal_default.png	Appear on a Podcast		10/10/1939 0:00	6	0	1	0
18	NULL	1	goal_default.png	Appreciating Beauty	"Appreciating fine design; learning and appreciating the arts; being creative (e.g., artistically, scientifically, intellectually); experiencing natural beauty"	8/12/2015 0:00	6	0	1	0
19	NULL	1	goal_default.png	Attend a blogging convention		1/23/2016 0:00	6	0	1	0
20	NULL	1	goal_default.png	Attend a book signing		8/13/2015 0:00	6	0	1	0
21	NULL	1	goal_default.png	Attend a leadership conference		8/14/2015 0:00	6	0	1	0
22	NULL	1	goal_default.png	Attend a neighborhood festival		4/15/1915 0:00	6	0	1	0
23	NULL	1	goal_default.png	Attend a rave party		8/15/2015 0:00	6	0	1	0
24	NULL	1	goal_default.png	Attend a tech conference.		8/16/2015 0:00	6	0	1	0
25	NULL	1	goal_default.png	Attend an electronic rave festival.		8/17/2015 0:00	6	0	1	0
26	NULL	1	goal_default.png	Attend an entire NBA Finals series with my kids		8/4/2015 0:00	6	0	1	0
27	NULL	1	goal_default.png	Attend the opera		6/17/1912 0:00	6	0	1	0
28	NULL	1	goal_default.png	Avoiding Conflict	"To avoid conflict with others; to avoid hurting (annoying, upsetting, etc.) others"	8/18/2015 0:00	6	0	1	0
29	NULL	1	goal_default.png	Avoiding Failure	Avoiding failure; to strive for perfection	8/19/2015 0:00	6	0	1	0
30	NULL	1	goal_default.png	Avoiding Harm	Avoiding feelings of guilt; avoiding regrets; avoiding physical harm	8/20/2015 0:00	6	0	1	0
31	NULL	1	goal_default.png	Avoiding Rejections	Avoiding criticisms from others; avoiding rejection by others	8/21/2015 0:00	6	0	1	0
32	NULL	1	goal_default.png	Avoiding Stress & Anxiety	Avoiding anxiety; avoiding stress	8/22/2015 0:00	6	0	1	0
33	NULL	1	goal_default.png	Be a contestant on a gameshow		1/23/2016 0:00	6	0	1	0
34	NULL	1	goal_default.png	Be a contestant on Survivor		8/4/2015 0:00	6	0	1	0
35	NULL	1	goal_default.png	Be a contestant on The Amazing Race		1/23/2016 0:00	6	0	1	0
36	NULL	1	goal_default.png	Be a Life Coach		2/24/1974 0:00	6	0	1	0
37	NULL	1	goal_default.png	Be a vegetarian for a month.		8/23/2015 0:00	6	0	1	0
38	NULL	1	goal_default.png	Be in a movie		8/24/2015 0:00	6	0	1	0
39	NULL	1	goal_default.png	Be part of a talk show audience		5/27/1913 0:00	6	0	1	0
40	NULL	1	goal_default.png	Be the featured speaker at a major event or conference		8/4/2015 0:00	6	0	1	0
41	NULL	1	goal_default.png	Beat Chess Titans on at least level 7		8/4/2015 0:00	6	0	1	0
42	NULL	1	goal_default.png	Become a bartender		9/7/1981 0:00	6	0	1	0
